MAPPED_TRAIT,MAPPED_TRAIT_URI,MAPPED_TRAIT_DESCRIPTION
level of visinin-like protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044116,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044763,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of microtubule-associated protein RP/EB family member 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2042298,Ontology not covered
level of macrophage receptor MARCO in blood serum,http://purl.obolibrary.org/obo/OBA_2040348,Ontology not covered
level of macrophage receptor MARCO in blood serum,http://purl.obolibrary.org/obo/OBA_2040348,Ontology not covered
level of dual specificity mitogen-activated protein kinase kinase 6 in blood serum,http://purl.obolibrary.org/obo/OBA_2040428,Ontology not covered
level of dual specificity mitogen-activated protein kinase kinase 6 in blood serum,http://purl.obolibrary.org/obo/OBA_2040428,Ontology not covered
level of dual specificity mitogen-activated protein kinase kinase 6 in blood serum,http://purl.obolibrary.org/obo/OBA_2040428,Ontology not covered
level of dual specificity mitogen-activated protein kinase kinase 6 in blood serum,http://purl.obolibrary.org/obo/OBA_2040428,Ontology not covered
level of dual specificity mitogen-activated protein kinase kinase 6 in blood serum,http://purl.obolibrary.org/obo/OBA_2040428,Ontology not covered
level of dual specificity mitogen-activated protein kinase kinase 6 in blood serum,http://purl.obolibrary.org/obo/OBA_2040428,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
level of MANSC domain-containing protein 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044739,Ontology not covered
